mse,predictions,actual,best_params
8096.31475499483,"[[  51.729088 -115.64741 ]
 [  51.730164 -115.643166]
 [  51.730156 -115.64423 ]
 ...
 [  51.775913 -115.61072 ]
 [  51.775913 -115.61072 ]
 [  51.775913 -115.61072 ]]","[[  51.7350386 -115.6605586]
 [  51.7368622 -115.6621897]
 [  51.7413983 -115.6620075]
 ...
 [  51.7872953 -115.6356628]
 [  51.7875069 -115.6354481]
 [  51.7874036 -115.6357314]]","{'lr': 0.0001, 'nodes': 256, 'layers': 3}"
