mse,predictions,actual,best_params,MAE_Latitude,RMSE_Latitude,MAE_Longitude,RMSE_Longitude,Mean_Haversine_Distance,Median_Haversine_Distance
8066.359840586882,"[[  51.656273 -115.8897  ]
 [  51.653748 -115.88727 ]
 [  51.646957 -115.88028 ]
 ...
 [  51.596992 -115.682175]
 [  51.59281  -115.67823 ]
 [  51.589066 -115.67515 ]]","[[  51.6631911 -115.8383003]
 [  51.6621364 -115.8335083]
 [  51.66219   -115.8335433]
 ...
 [  51.6238025 -115.9308264]
 [  51.6344733 -115.9328094]
 [  51.6242111 -115.9314692]]","{'lr': 0.001, 'nodes': 256, 'layers': 3}",0.07148077507509103,0.08377783323299233,0.21654022650845714,0.3183317505731343,19.482837258462602,13.902638176198604
