mse,predictions,actual,best_params
7985.566945678067,"[[  51.78941  -115.48927 ]
 [  51.78398  -115.48364 ]
 [  51.78228  -115.47848 ]
 ...
 [  51.82425  -114.95345 ]
 [  51.824257 -114.95344 ]
 [  51.82426  -114.95343 ]]","[[  51.794591 -115.487984]
 [  51.794501 -115.488023]
 [  51.794678 -115.488149]
 ...
 [  51.784426 -115.421682]
 [  51.784366 -115.421699]
 [  51.784414 -115.421589]]","{'lr': 0.001, 'nodes': 64, 'layers': 3}"
